App Name,Category,Free,Currency,Minimum Android,Developer Id,Developer Website,Developer Email,Released,Last Updated,Content Rating,Privacy Policy,Ad Supported,In App Purchases,Editors Choice,Scraped Time
??•ü•????˝?´??-?´•??¯?˝•Å•??˝?Ê?´?´?¯•è ?ß•ü?Ø•?•?•ü•??¯ (???ù??),Education,TRUE,USD,1.6 and up,MOSCLUSTER LLC,http://www.moscluster.com,1@moscluster.com,"Jul 5, 2017","Jul 05, 2017",Everyone,https://www.moscluster.com/?page_id=463,FALSE,FALSE,FALSE,2021-06-15 20:19:41
Subtitle VR.,Education,TRUE,USD,5.0 and up,Yu.Chirichenko,,Y.Chirichenko@gmail.com,"Jul 6, 2017","Jul 06, 2017",Everyone,,FALSE,FALSE,FALSE,2021-06-15 20:19:41
Interact 3,Education,TRUE,USD,2.3 and up,Compass Publishing,http://www.compasspub.com,junge@wjcompass.com,"Sep 8, 2017","Sep 08, 2017",Everyone,http://classbooster.net/Pages/user/termOfUse.aspx,FALSE,FALSE,FALSE,2021-06-15 20:19:41
RPM Practice Test,Entertainment,TRUE,USD,5.0 and up,Perfect Consulting B.V.,,info@perfectconsulting.eu,"May 19, 2021","May 26, 2021",Everyone,,TRUE,FALSE,FALSE,2021-06-15 20:19:41
JayBo,Business,TRUE,USD,4.4 and up,Appswiz W.I,http://www.jaybo.net/,support@appswiz.com,"Feb 20, 2020","Feb 20, 2020",Everyone,http://www.jaybo.net/,FALSE,FALSE,FALSE,2021-06-15 20:19:41
Uniquely Nelson,Business,TRUE,USD,4.4 and up,Alpas Technology,https://uniquelynelson.nz/,developer@alpastechnology.com,"Apr 15, 2019","May 03, 2019",Everyone,https://uniquelynelson.nz/privacy-policy/,FALSE,FALSE,FALSE,2021-06-15 20:19:41
Quebec Radio Stations FM Canada Radio,Music & Audio,TRUE,USD,4.1 and up,emmcapps,,miemiraapps@gmail.com,"Aug 25, 2020","Aug 25, 2020",Teen,http://www.e-droid.net/privacy.php?ida=1186401&idl=en,TRUE,FALSE,FALSE,2021-06-15 20:19:41
SDRA Mobile (Driver),Auto & Vehicles,TRUE,USD,7.0 and up,The Hong Kong Society for Rehabilitation,https://sdra.hksr.org.hk/sdra/index,eatt_sdra@rehabsociety.org.hk,"Jun 21, 2020","Sep 03, 2020",Everyone,https://sdra.hksr.org.hk/,FALSE,FALSE,FALSE,2021-06-15 20:19:41
Tasteocracy Taste Testers,Food & Drink,TRUE,USD,4.4 and up,Tasteocracy Testers,https://www.tasteocracy.com,Tasteocracy@eurofinsus.com,"May 13, 2020","Feb 10, 2021",Everyone,https://www.tasteocracy.com/aboutTasteocracy/privacy,FALSE,FALSE,FALSE,2021-06-15 20:19:41
Rekleo TV app,Business,TRUE,USD,4.2 and up,Rekleo Media Inc.,https://www.rekleo.com/,rekleoapp@gmail.com,"Nov 17, 2018","Nov 17, 2018",Everyone,https://www.rekleo.com/policy,TRUE,FALSE,FALSE,2021-06-15 20:19:41
Wealthbox,Business,TRUE,USD,7.0 and up,Wealthbox,https://www.wealthbox.com/,support+android@wealthbox.com,"Jun 10, 2019","Oct 14, 2020",Everyone,https://www.wealthbox.com/privacy-policy/,FALSE,FALSE,FALSE,2021-06-15 20:19:41
Zebra Print Wallpapers: HD images Free download,Personalization,TRUE,USD,5.0 and up,TZLabs,https://toolsfairy.com,tzlabs4u@gmail.com,"Aug 19, 2019","Dec 10, 2020",Everyone,https://toolsfairy.com/privacy-policy.html,TRUE,FALSE,FALSE,2021-06-15 20:19:41
"Wildflower Health, A Smarter Way to Care",Health & Fitness,TRUE,USD,4.4 and up,Wildflower Health,https://www.wildflowerhealth.com/,support@wildflowerhealth.com,"Jul 30, 2020","Apr 15, 2021",Everyone,https://www.wildflowerhealth.com/privacy-policy,FALSE,FALSE,FALSE,2021-06-15 20:19:41
Cirug??a Cardiovascular,Medical,TRUE,USD,4.0.3 and up,Elsevier Espa?Òa S.L.U.,http://www.elsevier.es,SOLERL@science.regn.net,"Dec 28, 2018","Oct 10, 2019",Everyone,,FALSE,FALSE,FALSE,2021-06-15 20:19:41
Lagu Religi dan Sholawat : mp3 dan video,Entertainment,TRUE,USD,4.4 and up,Dinocom Project,,dinocom.proj@gmail.com,"Jan 6, 2021","Jan 14, 2021",Teen,https://dinocomweb.blogspot.com/2021/01/aplikasi-lagu-religi-dan-sholawat.html,TRUE,FALSE,FALSE,2021-06-15 20:19:41
Trix,Card,TRUE,USD,4.0.3 and up,Innovative Applications,http://kingtrix.com,futuregames2020@gmail.com,"Nov 25, 2014","Mar 03, 2021",Everyone,,TRUE,FALSE,FALSE,2021-06-15 20:19:41
Th?≠nh Ca - Thanh Ca C??ng Gi?≠o Hay Tuy†Ø?t V†Øùi,Music & Audio,TRUE,USD,4.2 and up,CHIKIK HOUSE,http://chikik.com/#jesusvibes,chikik868@gmail.com,"Apr 25, 2020","Jan 23, 2021",Everyone,http://chikik.com/jesusvibes/privacy,TRUE,TRUE,FALSE,2021-06-15 20:19:42
Claudy Worker,Business,TRUE,USD,4.4 and up,CRM.Please,https://crmplease.me/,give@crmplease.me,"May 17, 2018","Feb 22, 2020",Everyone,http://claudy.fi/privacy-policy/,FALSE,FALSE,FALSE,2021-06-15 20:19:42
Cute Theme Fluffy Love,Personalization,TRUE,USD,2.1 and up,,http://android.atm-plushome.com/theme/index/?=am_plushome_in,info+android@atm-plushome.com,"Aug 26, 2014","Jan 23, 2015",Everyone,http://www.a-tm.co.jp/en/privacy/,TRUE,FALSE,FALSE,2021-06-15 20:19:42
VM-Delay,Tools,TRUE,USD,Varies with device,IVR.RD,,iv_dx@mail.com,,"Oct 23, 2018",Everyone,,FALSE,FALSE,FALSE,2021-06-15 20:19:42
ignite,Events,TRUE,USD,4.1 and up,ëù?Ü??Ç?? Adam,http://www.peilee.com,asdfg3865@gmail.com,"Jun 22, 2018","Jul 04, 2018",Everyone,https://alvinyang10919058.wixsite.com/privacypolicy,FALSE,FALSE,FALSE,2021-06-15 20:19:42
RevoApp,Tools,TRUE,USD,4.1 and up,Pensemos S.A.,http://www.pensemos.com,developmentteam@pensemos.com,"Dec 21, 2017","Apr 05, 2021",Everyone,,FALSE,FALSE,FALSE,2021-06-15 20:19:42
Mr.Nam- Free English Quiz game,Education,TRUE,USD,4.1 and up,â??çù?ç??ç?Ò,http://www.mywebapp.co.kr,nssknight@nate.com,"Mar 29, 2017","Mar 30, 2017",Everyone,http://vodtalk.co.kr/mywepapp.asp,TRUE,FALSE,FALSE,2021-06-15 20:19:42
ICE Connect,Finance,TRUE,USD,4.4 and up,"IntercontinentalExchange, Inc",https://www.theice.com/mobile.jhtml,connect_dataanalytics@theice.com,"Apr 7, 2017","Jan 22, 2019",Everyone,https://www.intercontinentalexchange.com/privacy-policy,FALSE,FALSE,FALSE,2021-06-15 20:19:42
Giydir Beni,Lifestyle,TRUE,USD,5.0 and up,Aee Corporation,http://www.giydirbeni.com.tr,iletisim@giydirbeni.com.tr,"Jul 1, 2019","Dec 04, 2019",Everyone,https://giydirbeni.com.tr/gizlilik.html,TRUE,TRUE,FALSE,2021-06-15 20:19:42
GC Shopper Show,Productivity,TRUE,USD,5.0 and up,uMov.me S.A.,http://umov.me,appstore-registration@umov.me,"Feb 22, 2018","May 13, 2021",Everyone,http://get.umov.me/privacy.html,FALSE,FALSE,FALSE,2021-06-15 20:19:42
Non Stop Play UK Music Listen Online Radio Stream,Music & Audio,TRUE,USD,4.4 and up,merakiapp,,meraki2390@gmail.com,"Mar 10, 2020","Mar 10, 2020",Teen,https://cutt.ly/meyhgbC,TRUE,FALSE,FALSE,2021-06-15 20:19:43
KNOWLEDGE FLOW CLASSES,Business,TRUE,USD,4.2 and up,Education Mobile Media,,support@classplus.co,"Jun 12, 2020","Jun 13, 2021",Everyone,https://bit.ly/2YDTip0,TRUE,FALSE,FALSE,2021-06-15 20:19:43
UBIC Wallet,Finance,TRUE,USD,5.0 and up,Bondi Labs,http://ubic.app,panda@panda.cat,"Jul 17, 2018","Jul 07, 2020",Everyone,https://ubic.network/privacy/,FALSE,FALSE,FALSE,2021-06-15 20:19:43
Smart File Manager,Productivity,TRUE,USD,4.0.3 and up,SmartWho,http://whoissmart.net/,jameslim789@gmail.com,"Feb 21, 2011","Jan 01, 2021",Everyone,http://whoissmart.net/privacy/en/index.html,TRUE,FALSE,FALSE,2021-06-15 20:19:43
Taariikhda Soomaaliya - History of Somalia,Books & Reference,TRUE,USD,4.1 and up,HistoryofTheWorld,http://historyisfun1111.blogspot.com/,wanyamanyahyayaaqub@gmail.com,"Jul 27, 2017","May 26, 2021",Everyone,https://historyisfun1111.blogspot.com/p/historyoftheworld-privacy-policy.html,TRUE,TRUE,FALSE,2021-06-15 20:19:43
Notes2Go - Take Notes and Set Reminders On the Go,Productivity,TRUE,USD,4.0 and up,Coolcoderz,,coolcoderzsoftware@gmail.com,"May 24, 2018","May 06, 2019",Everyone,,FALSE,FALSE,FALSE,2021-06-15 20:19:43
Rooman Elearn,Education,TRUE,USD,4.4 and up,Vidya Mantra Corporation,https://www.vidyamantra.com,sales@vidyamantra.com,"Feb 13, 2021","Mar 18, 2021",Everyone,https://rooman.net/privacy-policy/,FALSE,FALSE,FALSE,2021-06-15 20:19:43
Buku Siswa Kelas 10 MA Fikih Revisi 2014,Books & Reference,TRUE,USD,2.3 and up,Achmad Suryanto,https://oe82ce801.app-ads-txt.com,achmaddroidappstudio@gmail.com,"Feb 24, 2020","Jun 16, 2020",Everyone,https://docs.google.com/document/d/e/2PACX-1vSMsAqm2pGf7cYZiYJqlxYZ-YdMMM5Uro0q6uDr-auC_r9M3cpYFZmzQoPVPU9LBtxar-Bz-0bTjXMN/pub,TRUE,FALSE,FALSE,2021-06-15 20:19:43
Emisoras Unidas 89.7 Radio Online FM,Music & Audio,TRUE,USD,4.4 and up,raquelgonzalez,,cottonero.ejul@gmail.com,"Dec 19, 2019","Dec 19, 2019",Teen,https://www.facebook.com/notes/appejulcottonero/privacy-policy-for-mobile-applications/124238232308941/,TRUE,FALSE,FALSE,2021-06-15 20:19:43
Let's Fact? Let's Go!,Trivia,TRUE,USD,5.0 and up,Arnold Orlaen,,trivieroninja1@gmail.com,"Jul 14, 2019","Aug 27, 2019",Everyone,https://quickappninja.com/game-privacy-policy.html,TRUE,FALSE,FALSE,2021-06-15 20:19:43
VfL1910,Sports,TRUE,USD,5.0 and up,kicker - Amateurfu??ball,http://www.kicker.de,amateure@kicker.de,"Mar 4, 2020","Jun 09, 2021",Everyone,http://www.kicker.de/home/513381/datenschutzhinweis.html,TRUE,FALSE,FALSE,2021-06-15 20:19:43
Mirror Mirror,Lifestyle,TRUE,USD,4.1 and up,Fately Apps,http://fatelyapps.weebly.com,fatelyapps@gmail.com,"Nov 8, 2015","Nov 09, 2015",Everyone,https://fatelyapps.weebly.com/privacy-policy-mirror.html,TRUE,FALSE,FALSE,2021-06-15 20:19:43
?ê•??Ê•???•Å?ß?Ø?Ê•????˙. ?≠???¨?®•????¨•? ?? •Å???˝?Ê•?•?,Books & Reference,TRUE,USD,4.3 and up,OlMal,,olmal9691@gmail.com,"Jan 24, 2020","Jan 25, 2020",Everyone,https://sites.google.com/view/olmal-privacy-policy/,TRUE,FALSE,FALSE,2021-06-15 20:19:43
Flappy Duck É?? Angry Bird,Arcade,TRUE,USD,4.1 and up,EvePlay,,eveplay.online@gmail.com,"Oct 19, 2020","Dec 31, 2020",Everyone,https://github.com/EvePlay/privacypolicy/blob/master/PrivacyPolicyFlappyDuck.html,TRUE,FALSE,FALSE,2021-06-15 20:19:43
FunFit,Health & Fitness,TRUE,USD,5.0 and up,Skyfield (Hong Kong) Holding Limited,,chenlei.qi@youxi-inc.com,"Aug 11, 2020","Sep 11, 2020",Everyone,https://funfit.ihapi.com/mprivacy,FALSE,FALSE,FALSE,2021-06-15 20:19:43
Grand Robot Lion Transform Simulator,Travel & Local,TRUE,USD,4.1 and up,Grand Robot Fight,https://grandrobotfight.blogspot.com/,grandrobotfight@gmail.com,"Jul 18, 2020","Dec 15, 2020",Teen,https://grandrobotfight.travel.blog/privacy-policy/,TRUE,TRUE,FALSE,2021-06-15 20:19:43
Clube Atl??tico Ypiranga,Sports,TRUE,USD,4.1 and up,ExpressApps,https://www.cay.com.br/,cay@cay.com.br,"Jan 30, 2020","Jun 05, 2020",Everyone,https://expressapps.com.br/privacidade/cay.html,TRUE,FALSE,FALSE,2021-06-15 20:19:44
°?Æâ??°?™â?? - PETB2B,Shopping,TRUE,USD,4.0.3 and up,PoweRMOBILE.KR,http://www.petb2b.com,koreacenterpowerapp06@gmail.com,"Apr 12, 2018","Oct 08, 2020",Everyone,http://www.petb2b.com/m/privacy.html,FALSE,FALSE,FALSE,2021-06-15 20:19:44
Mega Ramps Car Stunts: Ultimate Races Car Games,Weather,TRUE,USD,5.0 and up,Vital Games Production,http://vitalgames.org,vitalgamesproduction@gmail.com,"Jul 30, 2019","Jul 16, 2020",Everyone,http://vitalgames.org/privacy.html,TRUE,TRUE,FALSE,2021-06-15 20:19:44
John Roberts Nissan DealerApp,Business,TRUE,USD,4.4 and up,DealerApp Vantage,http://dealerappvantage.com,dev@dealerappvantage.com,"Apr 7, 2016","May 13, 2019",Everyone,http://dealerappvantage.com/terms-of-use/,FALSE,FALSE,FALSE,2021-06-15 20:19:44
Wynbee - Smart Home,Tools,TRUE,USD,4.4 and up,Pezla Solutions Private Limited,https://www.wynbee.com/,contact@wynbee.com,"Jan 7, 2020","Jan 07, 2020",Everyone,https://www.wynbee.com/privacy-policy,FALSE,FALSE,FALSE,2021-06-15 20:19:44
Dentist Kids Hospital Surgery Simulation Tutorial,Entertainment,TRUE,USD,4.0 and up,Celups Workshop,http://yenfeniama.blogspot.com,yenfeniama@gmail.com,"May 12, 2018","May 12, 2018",Everyone,http://celupsworks.com,TRUE,FALSE,FALSE,2021-06-15 20:19:44
Chaat Recipes,Food & Drink,TRUE,USD,4.1 and up,Recipes Junction,https://recipejunctionapps.blogspot.com/,Junctionrecipe@gmail.com,"Dec 17, 2020","Feb 20, 2021",Everyone,https://recipejunctionapps.blogspot.com/p/privacy-policy.html,TRUE,FALSE,FALSE,2021-06-15 20:19:44
Parchis Horse Race Free,Board,TRUE,USD,4.0 and up,Dunje Game,http://dadasupport.wordpress.com,dunjegame@hotmail.com,"Dec 20, 2014","Jul 04, 2015",Everyone,https://dunje.wordpress.com/le-jeu-de-dada-gratuit/,TRUE,FALSE,FALSE,2021-06-15 20:19:44
temporoespacial,Trivia,TRUE,USD,2.1 and up,hugo sanchez,,shugo10688@gmail.com,"Jun 25, 2019","Jun 26, 2019",Everyone,,TRUE,FALSE,FALSE,2021-06-15 20:19:44
Ory,Social,TRUE,USD,4.1 and up,nengudza orifha brandan,,orifhanengudza10@gmail.com,"Oct 2, 2019","Feb 03, 2020",Teen,,FALSE,FALSE,FALSE,2021-06-15 20:19:44
Water Board Lemesos,Productivity,TRUE,USD,4.4 and up,SSM Computer Systems Ltd,http://www.wbl.com.cy,contact@wbl.com.cy,"Dec 12, 2018","Oct 15, 2019",Everyone,http://www.wbl.com.cy,FALSE,FALSE,FALSE,2021-06-15 20:19:44
Neuron,Health & Fitness,TRUE,USD,5.1 and up,Neuron L.L.C,http://neuron.ae/,support@neuron.ae,"Nov 3, 2015","Apr 14, 2021",Everyone,https://neuroncares.wordpress.com/,FALSE,FALSE,FALSE,2021-06-15 20:19:45
?ú???¶???????˝,Business,TRUE,USD,4.4 and up,otobeez,https://otobeez.com/,otobeeez@gmail.com,"Dec 4, 2019","Sep 09, 2020",Everyone,https://otobeez.com/,FALSE,FALSE,FALSE,2021-06-15 20:19:45
?????Å?¯?? ?????¶???? ?????????? - Nafezah,Tools,TRUE,USD,5.1 and up,mahmoud3id,,support@beneid.com,"Jul 1, 2020","Jul 01, 2020",Teen,https://beneid.com/Privacy_Policy.html,TRUE,FALSE,FALSE,2021-06-15 20:19:45
The New Way of the Cross,Books & Reference,TRUE,USD,4.1 and up,Moblei,,mobleidev@gmail.com,"Mar 25, 2021","May 21, 2021",Everyone,https://mobleidev.blogspot.com/2020/07/privacy-policy.html,TRUE,FALSE,FALSE,2021-06-15 20:19:45
Escape Games Jolly-42,Puzzle,TRUE,USD,2.3 and up,New Escape Games 2017,,newescapegames17@gmail.com,"Nov 24, 2017","Nov 24, 2017",Everyone,,TRUE,FALSE,FALSE,2021-06-15 20:19:45
Visage Haunted House,Adventure,TRUE,USD,5.0 and up,RedMatrix,,redmatrixstudio@gmail.com,"Jan 30, 2019","Apr 16, 2021",Teen,http://redmatrix.raveninteractive.io/privacy.html,TRUE,FALSE,FALSE,2021-06-15 20:19:45
Firework Sounds,Entertainment,TRUE,USD,2.2 and up,isa-ayg?¨n,https://mynewgoogleblogadress.blogspot.com/ads.txt,sekerpare123456@gmail.com,"Feb 5, 2016","Feb 05, 2016",Everyone,,TRUE,FALSE,FALSE,2021-06-15 20:19:45
epiwayÉ?õ,Business,TRUE,USD,4.0.3 and up,UP Solution,http://www.upsolution.com,sales@upsolution.com,"Jun 3, 2016","Feb 01, 2017",Everyone,http://www.upsolution.com/legal/privacy,FALSE,FALSE,FALSE,2021-06-15 20:19:45
Ö??Ö?ÒÖ?¶Ö??Ö??Ö?¶Ö?ÒÖ?≠Ö??Ö?ÒÖ?¶Ö??Ö?˝Ö?ÆÖ?˝Ö?ú,Education,TRUE,USD,2.2 and up,Ministry of Science and Technology,http://www.most.go.th,most.ictc@gmail.com,"Oct 1, 2015","Oct 02, 2015",Everyone,,FALSE,FALSE,FALSE,2021-06-15 20:19:45
???????Ê ???????????? ?????Ò?????? ?? ???????? ????,Medical,TRUE,USD,4.2 and up,payam ghader kurehpaz,https://7ganj.ir,info@kurdsofts.net,"Oct 12, 2017","Sep 06, 2020",Everyone,http://kurdsofts.net/privacy_policy.html,TRUE,FALSE,FALSE,2021-06-15 20:19:45
Las recetas de pincho son f?≠ciles y deliciosas.,Communication,TRUE,USD,4.1 and up,Ultimate Recipes,https://ultimaterecipess.blogspot.com/,ati.jackson77@yahoo.com,"May 10, 2020","May 11, 2020",Everyone,https://ultimaterecipess.blogspot.com/2019/12/privacy-policy.html,FALSE,FALSE,FALSE,2021-06-15 20:19:45
Asif Habibi chanson Saad Lamjarred,Music & Audio,TRUE,USD,4.1 and up,OatJohn Drip,,dbibb@student.mtsac.edu,"Feb 27, 2020","Feb 28, 2020",Everyone,,TRUE,FALSE,FALSE,2021-06-15 20:19:45
O Alcor?úo em portugu?¶s,Books & Reference,TRUE,USD,4.0 and up,Apps of the future,http://www.larisapps.com,aplicativosreceitas@gmail.com,"May 16, 2019","May 17, 2019",Everyone,https://sites.google.com/view/larisappsprivacypolicy/p%C3%A1gina-inicial,TRUE,FALSE,FALSE,2021-06-15 20:19:45
Benefit of Pomegranate,Education,TRUE,USD,4.1 and up,Md. Rakib Uddin,,alaminkhan669966@gmail.com,"Jan 2, 2020","Jan 02, 2020",Everyone,https://alaminapp.blogspot.com/2019/12/benefit-of-pomegranate.html,TRUE,FALSE,FALSE,2021-06-15 20:19:45
Easy Urdu Keyboard:Urdu and English Keyboard 2020,Tools,TRUE,USD,4.4 and up,WOW APPS,,wowapps92@gmail.com,"Jun 9, 2019","Feb 29, 2020",Everyone,https://sites.google.com/view/wowapps-keyboards/home,TRUE,FALSE,FALSE,2021-06-15 20:19:45
"Free Uc and Royal pass,Free Vbuks,FREE Bp & CP",Tools,TRUE,USD,4.4 and up,"DAimond and Vbuks , Free UC and pass",,rittypatel28@gmail.com,"Oct 12, 2020","Oct 13, 2020",Everyone,https://aurorateam16.blogspot.com/2019/05/privacy-policy-by-aurora-team.html,TRUE,FALSE,FALSE,2021-06-15 20:19:45
The Brownie Strategist,Strategy,TRUE,USD,3.0 and up,UshkalkaMob,,thebrowniestrategist@gmail.com,"Feb 25, 2014","Oct 27, 2015",Everyone,,TRUE,FALSE,FALSE,2021-06-15 20:19:45
SPConecta,Events,TRUE,USD,4.1 and up,mobLee,,central@moblee.net,"Sep 23, 2019","Sep 23, 2019",Everyone,http://eula.moblee.com.br/policy.html,FALSE,FALSE,FALSE,2021-06-15 20:19:45
Pitch Ideas -Share your Creativity,Productivity,TRUE,USD,4.1 and up,Visionary Apps Studio,,machinelearning.2121@gmail.com,"Apr 17, 2021","May 01, 2021",Teen,,FALSE,FALSE,FALSE,2021-06-15 20:19:45
Ö??Ö?¯Ö?ÅÖ?ú (Tarun),Books & Reference,TRUE,USD,4.0.3 and up,BICS,http://www.icsbook.info/,chhatrashibir2028@gmail.com,"Jul 20, 2017","May 06, 2021",Everyone,https://icsbook.info/privacy_policy/privary_policy_tarun,FALSE,FALSE,FALSE,2021-06-15 20:19:45
San Jose Gurdwara,Social,TRUE,USD,4.1 and up,SanJose Gurdwara,http://sanjosegurdwara.org,swapna.jadhav14@gmail.com,"Apr 8, 2018","Aug 20, 2019",Everyone,http://sanjosegurdwara.org/privacy_policy.html,FALSE,FALSE,FALSE,2021-06-15 20:19:45
Addition Column Form,Education,TRUE,USD,2.1 and up,Bryan Wang,,bryanwangapp@gmail.com,"Sep 14, 2019","Sep 14, 2019",Everyone,https://bryanwangapp.blogspot.com/2019/09/privacy-policy.html,FALSE,FALSE,FALSE,2021-06-15 20:19:46
Bible Word Search,Word,TRUE,USD,4.4 and up,fatphoenix,http://www.tap4joys.com,tap4joysgm1@gmail.com,"Mar 18, 2020","Jul 16, 2020",Everyone,https://sites.google.com/view/tap4joyprivacypolicy/privacy-policy,TRUE,TRUE,FALSE,2021-06-15 20:19:46
GPS Installer,Tools,TRUE,USD,5.1 and up,Sinopacific Limited,http://m2mglobaltech.com,simon@m2mglobaltech.com,"Nov 1, 2017","May 05, 2021",Everyone,http://quiktrak.com.au/,FALSE,FALSE,FALSE,2021-06-15 20:19:46
Banquest,Finance,TRUE,USD,8.0 and up,Banquest,http://www.banquest.com,android@banquest.com,"Aug 10, 2017","Feb 20, 2021",Everyone,https://banquest.com/privacy-policy.php,FALSE,FALSE,FALSE,2021-06-15 20:19:46
???????Ò???? ?????ü?Ò???? ???????? ?????????????¶,Books & Reference,TRUE,USD,7.0 and up,IMAD RABAI,,rabaiimad@gmail.com,"Jan 16, 2020","Jan 16, 2020",Everyone,https://privacyimad.blogspot.com/,FALSE,FALSE,FALSE,2021-06-15 20:19:46
Valentine Love Photo Frame,Photography,TRUE,USD,4.4 and up,PomCoongLaDev,,pomcoonglala@gmail.com,"Feb 6, 2017","Oct 28, 2020",Everyone,http://cprcorp.com/policy/pomcoongphotoframe.html,TRUE,FALSE,FALSE,2021-06-15 20:19:46
True Status,Art & Design,TRUE,USD,4.0.3 and up,Zone Softech,,zonesoftech@gmail.com,"Dec 12, 2019","Dec 12, 2019",Teen,,TRUE,FALSE,FALSE,2021-06-15 20:19:46
Parlamento Nacional de Timor-Leste,Events,TRUE,USD,5.0 and up,Parlamento.tl,http://itania.parlamento.tl,parlamento.tl@gmail.com,"Apr 11, 2021","Jun 13, 2021",Everyone,http://134.209.158.93/privacy-policy,FALSE,FALSE,FALSE,2021-06-15 20:19:46
WiFi Analyzer Internet Speed Test,Tools,TRUE,USD,4.1 and up,infixtechi,,infixtechi@gmail.com,"Feb 26, 2019","Nov 23, 2019",Everyone,,TRUE,FALSE,FALSE,2021-06-15 20:19:46
Say IT Doc,Social,TRUE,USD,4.1 and up,Say IT Doc,https://sayitdoc.com,parmarakshar8@gmail.com,"Feb 24, 2019","Oct 16, 2020",Teen,https://www.sayitdoc.com/privacy_policy.php,FALSE,FALSE,FALSE,2021-06-15 20:19:46
Shop 13,Shopping,TRUE,USD,Varies with device,Sahar Alizadehetemadi,http://131313.ir/,info@131313.ir,"Jul 10, 2019","Jun 04, 2021",Everyone,http://131313.ir/policies/,FALSE,FALSE,FALSE,2021-06-15 20:19:46
Ash Kreations 360,Entertainment,TRUE,XXX,4.4 and up,Ash Kreations 360,,ashcreationuniverse@gmail.com,"Dec 2, 2020","Dec 20, 2020",Everyone,https://ashkreationsbin.blogspot.com/p/privacy-policy.html,TRUE,FALSE,FALSE,2021-06-15 20:19:46
"Swedish Game: Word Game, Vocabulary Game",Education,TRUE,USD,4.1 and up,Fun Word Games Studio,,learn.vocabulary.game@gmail.com,"Oct 29, 2017","Sep 07, 2020",Everyone,http://chinhsachbaomatwordgame.blogspot.com/2017/10/chinh-sach-bao-mat.html,TRUE,TRUE,FALSE,2021-06-15 20:19:46
Transmute Robot Superhero,Lifestyle,TRUE,USD,5.0 and up,crushiz,https://y89219098.app-ads-txt.com,crushygames1@gmail.com,"Mar 31, 2017","Aug 17, 2020",Teen,http://crushiz.blogspot.mx/,TRUE,TRUE,FALSE,2021-06-15 20:19:46
Lipstick Color Ideas,Lifestyle,TRUE,USD,2.3 and up,bbsdroid,,bbsaputrasfc.bk1@gmail.com,"Oct 22, 2016","Oct 30, 2016",Everyone,,TRUE,FALSE,FALSE,2021-06-15 20:19:46
Collapsy Stairs,Arcade,TRUE,USD,4.0.3 and up,SUBCORTICAL,,subcorticalapps@gmail.com,"Feb 5, 2019","May 18, 2019",Everyone,http://subcorticalapps.com/privacy_policy.html,TRUE,FALSE,FALSE,2021-06-15 20:19:46
KARR S.W.A.T.,Business,TRUE,USD,4.1 and up,Webhouse Software Systems,,jeremyd@webhousegroup.com,"May 23, 2016","Oct 27, 2020",Everyone,,FALSE,FALSE,FALSE,2021-06-15 20:19:46
EDUMORE,Education,TRUE,USD,4.2 and up,Education Alexis Media,,support@classplus.co,"May 21, 2021","Jun 10, 2021",Everyone,https://bit.ly/2YDTip0,FALSE,FALSE,FALSE,2021-06-15 20:19:46
SensorLab,Education,TRUE,USD,5.0 and up,apprendiendo fisica,,apprendiendo.fisica@gmail.com,"Jun 25, 2019","Jul 24, 2019",Everyone,http://www.uva.es/export/sites/uva/1.lauva/1.04.secretariageneral/1.04.08.proteccion_datos/index.html,FALSE,FALSE,FALSE,2021-06-15 20:19:46
Simple RPG Dices,Lifestyle,TRUE,USD,5.0 and up,HBattistella Dev,,henrique.battistella@gmail.com,"Jan 21, 2020","Jan 29, 2020",Everyone,,TRUE,FALSE,FALSE,2021-06-15 20:19:47
Radio Netherlands,Music & Audio,TRUE,USD,4.0.3 and up,coworker,,coworker239@gmail.com,"Jan 15, 2017","Jul 11, 2017",Everyone,http://coworker-apps.com/r%C3%A8gles%20confidentialit%C3%A9.pdf,TRUE,FALSE,FALSE,2021-06-15 20:19:47
Wood Canyon Store,Shopping,TRUE,XXX,4.4 and up,Souvik Karmakar,http://www.woodcanyonstore.com/,woodcanyonstore@gmail.com,"May 7, 2021","May 07, 2021",Everyone,http://www.woodcanyonstore.com/privacy-policy/,FALSE,FALSE,FALSE,2021-06-15 20:19:47
monnaie et prix de l'or en Suisse,Finance,TRUE,USD,4.1 and up,bestimageswallpaper,,wladbldna.com@gmail.com,"Nov 23, 2018","Nov 23, 2018",Everyone,https://docs.google.com/document/d/15WENFmJgWBJqUFpEPPDTXHrIhIvkOaK2MyMFzcali1M,TRUE,FALSE,FALSE,2021-06-15 20:19:47
Festival Art Rock,Music & Audio,TRUE,USD,5.0 and up,Patron Technology Ltd,http://www.oneevent-oneapp.com/artrock-2019,support@greencopper.com,"Apr 22, 2015","Nov 07, 2019",Everyone,http://essaie.ca/GCPP,FALSE,FALSE,FALSE,2021-06-15 20:19:47
Wat Traimit Bangkok Tour Guide,Travel & Local,TRUE,USD,4.0.3 and up,Action Tour Guide,http://www.actiondatasystems.com,development@actiondatasystems.com,"Mar 15, 2019","Jan 31, 2020",Everyone,https://www.actiontourguide.com/T&C.html,TRUE,TRUE,FALSE,2021-06-15 20:19:47
